ICAO,FBO,TIER,PRICE,NAME,
EDBM,AIR BP AGENCY (FUEL ONLY),1,11.41174,THIS PRICE IS EXCLUSIVE OF CURRENT DUTIES FEES AND TAXES WHICH MAY BE CHANGED AT ANY TIME IN LINE WITH CHANGES BY AUTHORITIES AIRPORT AUTHORITIES ITP OR DEPOT OPERATORS. A VALID AOC AND OPSPECS MUST BE SHOWN AT THE TIME OF FUELING TO AVOID MOT CHARGES.  HOOKUP FEE 10 EUR/UPLIFT. C02 TAX 112.95  EUR/CM. ENERGY TAX 654.5 EUR/CM. NO FUEL FEE 100 EUR/UPLIFT. IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
EDBN,AIR BP AGENCY (FUEL ONLY),1,11.41174,THIS PRICE IS EXCLUSIVE OF CURRENT DUTIES FEES AND TAXES WHICH MAY BE CHANGED AT ANY TIME IN LINE WITH CHANGES BY AUTHORITIES AIRPORT AUTHORITIES ITP OR DEPOT OPERATORS.  AOC AND OPSPECS REQUIRED TO EXEMPT TAX CHARGES. IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
EDDB,SKYTANKING,1,8.17604,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. HOOK UP FEE 80.34 EUR. NO SERVICE FEE 50 EUR/UPLIFT. LOW UPLIFT FEE 50 EUR/UPLIFT FOR UPLIFT < 1000 LT. DEFUELING CHARGE 50 EUR/UPLIFT ADM. CHARGE + 30 EUR/M3 + 200 EUR OFF SPEC ET NON ORIGINE UE G?R? PAR DV.  AOC AND OPSPECS REQUIRED TO EXEMPT TAX CHARGES. IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
EDDC,TOTALENERGIES AVIATION,1,8.91611,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 90 EURO HOOKUP FEE. 30 EURO LOW UPLIFT FEE FOR COMMERCIAL UPLIFTS < 1000LTRS. 30 EURO NO SERVICE FEE AND 260 EURO OVERTIME FEE AND WHEN APPLICABLE  DEFUELING (DEF): 500 EUR/uplift + 50000 EUR/day of storage,
EDDE,FLUGHAFEN ERFURT GMBH,1,12.43715,PRICE INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND IS SUBJECT TO CHANGE AT ANY TIME. A VALID AOC AND OPSPECS MUST BE SHOWN AT THE TIME OF FUELING TO AVOID MOT CHARGES. FOR AIRCRAFT UNDER 12 TONNES A PERMIT FROM GERMAN CUSTOMS IS REQUIRED TO AVOID MOT CHARGES.IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
EDDF,AIR BP LIMITED,1,8.27401,GENERAL AVIATION AND MILITARY FUELINGS. HOOK-UP FEE 79.31 EUR PER UPLIFT. NO FUEL FEE OF 25.75 EUR PER UPLIFT. PRICING SUBJECT TO CHANGE AT ANY TIME WITHOUT PRIOR NOTICE. A VALID AOC MUST BE SHOWN AT THE TIME OF FUELING TO AVOID MOT CHARGES. FOR AIRCRAFT UNDER 12 TONNES A PERMIT FROM GERMAN CUSTOMS IS REQUIRED TO AVOID MOT CHARGES. GA FUELLING FEE 78.03 EUR AS APPLICABLE.IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY. NOZZLE FEE 51.50 EUR. 154.50 EUR OUT OF HOURS FEE,
EDDF,AVIATION SERVICES MANAGEMENT (ASM) (FLIGHT SUPPORT ORGANISATION),1,8.42503,GA FEE 82.00 ? . ADDITIONAL NOZZLE FEE 3000?. SMALL LOAD FEE 1000LIT 30?.  AOC AND OPSPECS REQUIRED TO EXEMPT TAX CHARGES. IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY. GA FLIGHTS ARE FUELED BY AFS AND COMMERCIAL FLIGHTS ARE FUELED BY SKYTANKING.,
EDDF,GFS GERMAN FUEL SERVICE GMBH (FUEL ONLY),1,8.65335,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 75 EUR HOOKUP FEE.LOW VOLUME FEE 45 EUR. NO FUEL FEE 45 EUR .ADHOC CHARGE 150 EUR ALL AIRCRAFT WITH MTOW < 12MT ARE SUBJECT TO GERMAN MOT/EXCISE TAX UNLESS THE TAIL NUMBER HAS A PERMIT. CANNOT FUEL ON COMMERCIAL RAMP. A VALID AOC AND OPSPECS MUST BE SHOWN AT THE TIME OF FUELING TO AVOID MOT CHARGES. FOR AIRCRAFT UNDER 12 TONNES A PERMIT FROM GERMAN CUSTOMS IS REQUIRED TO AVOID MOT CHARGES.CAN FUEL ON ALL GA RAMPS (INCLUDING FRANKFURT AVIATION SERVICES).IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
EDDG,AIR BP,1,11.31992,10 EUR HOOKUP FEE. 30 EUR/UPLIFT SMALL UPLIFT FEE < 60 LTRS. 100 EUR NO FUEL FEE  AOC AND OPSPECS REQUIRED TO EXEMPT TAX CHARGES. IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
EDDH,AFS AIRPORT FUEL SUPPLY,1,8.81360,SMALL LOAD FEE UP TO 1000 LIT 25?. GA FEE 90?.  AOC AND OPSPECS REQUIRED TO EXEMPT TAX CHARGES IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
EDDH,GFS GERMAN FUEL SERVICE GMBH,1,8.71559,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 35 EUR HOOK-UP FEE PER OPERATION. 45 EUR LOW VOLUME FEE 80 EUR OVERWING FEE WHEN APPLICABLE. A VALID AOC AND OPSPECS MUST BE SHOWN AT THE TIME OF FUELING TO AVOID MOT CHARGES. FOR AIRCRAFT UNDER 12 TONNES A PERMIT FROM GERMAN CUSTOMS IS REQUIRED TO AVOID MOT CHARGES.IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY. 45 EUR NO FUEL FEE. 300 EUR OVERTIME/NIGHT OPERATION FEE. 100 EUR GA FEE. 50 EUR HANGAR FUELING.,
EDDH,SHELL VIA HFS (FUEL ONLY),1,8.13334,MAIN APRON FUELINGS ONLY. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 90 EURO HOOKUP FEE PER FLIGHT. 30 EURO NO SERVICE FEE 50 EURO CALLOUT FEE AND 250 EUR OVERTIME FEE WHEN APPLICABLE. 30 EURO LOW UPLIFT FEE FOR < 1000LTRS WHEN APPLICABLE. 50 EUR MULTI VEHICLE FEE WHEN APPLICABLE. A VALID AOC MUST BE SHOWN AT THE TIME OF FUELING TO AVOID MOT CHARGES. FOR AIRCRAFT UNDER 12 TONNES A PERMIT FROM GERMAN CUSTOMS IS REQUIRED TO AVOID MOT CHARGES.IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
EDDK,SKYTANKING (FUEL ONLY),1,8.63607,?FUEL SHORTAGE IN EFFECT.  ADHOC FLIGHTS SUBJECT TO RECONFIRMATION OF SUPPLY.  PLEASE CHECK WITH DISPATCH@AEGFUELS.COM PRIOR TO RELEASING ALL FLIGHTS.? GA FEE/ "HOOKUP FEE" 7500?.  SMALL LOAD FEE UP TO 1000 LIT 30?. ADDITIONAL NOZZLE FEE 3000?.  AOC AND OPSPECS REQUIRED TO EXEMPT TAX CHARGES. IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
EDDL,JET AVIATION FBO,1,9.27417,GENERAL AVIATION APRON FUELINGS ONLY.  **FUEL PRICE ONLY VALID IF AIRCRAFT HAS GROUND HANDLING ARRANGED WITH JET AVIATION**.  PLEASE CONTACT AEG FOR PREFERRED GROUND HANDLING RATES. PRICING INCLUSIVE OF ALL TAXES AND FEE KNOWN TO APPLY AND MAY VARY DUE TO EXCHANGE RATE FLUCTUATIONS. A VALID AOC AND OPSPECS MUST BE SHOWN AT THE TIME OF FUELING TO AVOID MOT CHARGES. FOR AIRCRAFT UNDER 12 TONNES A PERMIT FROM GERMAN CUSTOMS IS REQUIRED TO AVOID MOT CHARGES.IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
EDDL,JET AVIATION SERVICES GMBH,1,9.52931,GENERAL AVIATION APRON FUELINGS ONLY. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. A VALID AOC AND OPSPECS MUST BE SHOWN AT THE TIME OF FUELING TO AVOID MOT CHARGES. FOR AIRCRAFT UNDER 12 TONNES A PERMIT FROM GERMAN CUSTOMS IS REQUIRED TO AVOID MOT CHARGES. OPENING HOURS ITP SERVICE 06:00-23:00.IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
EDDM,SIGNATURE AVIATION,1,8.74420,68 EURO HOOK-UP FEE PER LIFT.,
EDDM,SKYTANKING MUNICH GMBH & CO KG (FUEL ONLY),1,8.01997,GA APRON PARKING. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.HOOK UP FEE 0600-2200  83.50 EUR/LIFT HOOK UP FEE 2200-0600 215.50 EUR/LIFT.30 EURO NO FUEL FEE. 75 EURO IF SECOND REFUELER TRUCK IS REQUESTED. 150 EURO DEFUEL FEE.REFUELLING ORDERED BY MAINTENANCE 50 EUR/LIFT.30 EUR/LIFT SMALL UPLIFT FEE VOL < 1000 LT. A VALID AOC AND OPSPECS MUST BE SHOWN AT THE TIME OF FUELING TO AVOID MOT CHARGES.LATE NIGHT REFUELLINGS (0001-0459) 50 EUR/LIFT. FOR AIRCRAFT UNDER 12 TONNES A PERMIT FROM GERMAN CUSTOMS IS REQUIRED TO AVOID MOT CHARGES.PRICE VALID AT SIGNATURE FLIGHT SUPPORT.IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
EDDN,AIR BP AGENCY (GAT) (FUEL ONLY),1,8.57460,NO FUEL 100 EUR/UPLIFT A VALID AOC AND OPSPECS MUST BE SHOWN AT THE TIME OF FUELING TO AVOID MOT CHARGES. FOR AIRCRAFT UNDER 12 TONNES A PERMIT FROM GERMAN CUSTOMS IS REQUIRED TO AVOID MOT CHARGES.IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
EDDP,TFSS TURBO FUEL SERVICES SACHSEN (FUEL ONLY),1,8.58026,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 90 EUR HOOKUP FEE. 30 EURO NO SERVICE FEE AND 30 EURO LOW UPLIFT FEE FOR COMMERCIAL UPLIFTS < 1000 LTRS WHEN APPLICABLE. DEFUELLING CHARGE (DEF): 500 EUR/uplift + 500 EUR per day of storage,
EDDR,AIR BP (FUEL ONLY),1,13.24287,Minimum Uplift Less than 50 litres - 33.56 USD. No Fuel Fee - 111.87 USD No Uplift Fee - 33.56 USD Out of Hours Fee - 279.67 USD Working hours 06:30 am to 22:30. No out of hours service available,
EDDS,SKYTANKING STUTTGART GMBH (FUEL ONLY),1,8.37343,GA FEE 93? . SMALL LOAD FEE UP TO 1000 LIT 30?. OPERATING HOURS :0500-2200 LT  AOC AND OPSPECS REQUIRED TO EXEMPT TAX CHARGES. IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
EDDV,AIR BP AGENCY (GAT) (FUEL ONLY),1,9.24731,GENERAL AVIATION AND MILITARY FUELINGS. 10 EURO HOOKUP FEE. 100 EUR NO FUEL FEE. HANGAR FUELING HANGAR DEFUEL AND OVERWING FEE WHEN APPLICABLE. 250 EUR OUT OF HOURS FEE AS APPLICABLE. A VALID AOC AND OPSPECS MUST BE SHOWN AT THE TIME OF FUELING TO AVOID MOT CHARGES. FOR AIRCRAFT UNDER 12 TONNES A PERMIT FROM GERMAN CUSTOMS IS REQUIRED TO AVOID MOT CHARGES.IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
EDHK,FLUGHAFEN KIEL GMBH,1,19.07738,IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
EDHL,AIR BP AGENCY (PNR) (FUEL ONLY),1,11.41174,GENERAL AVIATION AND MILITARY FUELINGS. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 30 EURO MINIMUM UPLIFT FEE FOR < 60 LTRS. 100 EUR NO FUEL FEE WHEN APPLICABLE. A VALID AOC AND OPSPECS MUST BE SHOWN AT THE TIME OF FUELING TO AVOID MOT CHARGES. FOR AIRCRAFT UNDER 12 TONNES A PERMIT FROM GERMAN CUSTOMS IS REQUIRED TO AVOID MOT CHARGES.   THIS PRICE IS EXCLUSIVE OF CURRENT DUTIES FEES AND TAXES WHICH MAY BE CHANGED AT ANY TIME IN LINE WITH CHANGES BY AUTHORITIES AIRPORT AUTHORITIES ITP OR DEPOT OPERATORS. IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
EDJA,AIR BP AGENCY (FUEL ONLY),1,11.33627,GENERAL AVIATION AND MILITARY FUELINGS. 10 EUR HOOKUP FEE. 30 EUR MINIMUM UPLIFT FEE FOR < 60 LTRS. 100 EUR NO FUEL FEE MAY APPLY. THIS PRICE IS EXCLUSIVE OF CURRENT DUTIES FEES AND TAXES WHICH MAY BE CHANGED AT ANY TIME IN LINE WITH CHANGES BY AUTHORITIES AIRPORT AUTHORITIES ITP OR DEPOT OPERATORS.  AOC AND OPSPECS REQUIRED TO EXEMPT TAX CHARGES.  IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
EDLN,RHEINLAND AIR SERVICE GMBH,1,9.92374,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 50 EURO LOW UPLIFT FEE FOR < 1000 LTRS. 80 EURO SURCHARGE FOR FUELINGS BEFORE/AFTER 7AM/PM. A VALID AOC AND OPSPECS MUST BE SHOWN AT THE TIME OF FUELING TO AVOID MOT CHARGES. FOR AIRCRAFT UNDER 12 TONNES A PERMIT FROM GERMAN CUSTOMS IS REQUIRED TO AVOID MOT CHARGES.IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
EDLP,PADERBORN/LIPPSTADT AIRPORT,1,13.46934,NO SERVICE / NO SHOW FEE - 50 EURO/UPLIFT. A VALID AOC AND OPSPECS MUST BE SHOWN AT THE TIME OF FUELING TO AVOID MOT CHARGES. FOR AIRCRAFT UNDER 12 TONNES A PERMIT FROM GERMAN CUSTOMS IS REQUIRED TO AVOID MOT CHARGES.IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
EDLW,AIR BP (FUEL ONLY),1,11.37432,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 10 EURO HOOKUP FEE. 30 EURO SMALL UPLIFT FEE FOR < 1000 LTRS OR < 60 LTRS FOR GA RAMP. 250 EURO OUT OF HOURS FEE WHEN APPLICABLE. 100 EUR NO FUEL FEE INCLUDED FOR GA RAMP WHEN APPLICABLE. A VALID AOC AND OPSEPCS MUST BE SHOWN AT THE TIME OF FUELING TO AVOID MOT CHARGES. FOR AIRCRAFT UNDER 12 TONNES A PERMIT FROM GERMAN CUSTOMS IS REQUIRED TO AVOID MOT CHARGES. THIS PRICE IS EXCLUSIVE OF CURRENT DUTIES FEES AND TAXES WHICH MAY BE CHANGED AT ANY TIME IN LINE WITH CHANGES BY AUTHORITIES AIRPORT AUTHORITIES ITP OR DEPOT OPERATORS.IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
EDMA,AIR BP AGENCY (FUEL ONLY),1,11.27007,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. A VALID AOC AND OPSPECS MUST BE SHOWN AT THE TIME OF FUELING TO AVOID MOT CHARGES. FOR AIRCRAFT UNDER 12 TONNES A PERMIT FROM GERMAN CUSTOMS IS REQUIRED TO AVOID MOT CHARGES.IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
EDMO,EDMO FLUGBETRIEB GMBH,1,12.68628,PRICING SUBJECT TO CHANGE AT ANY TIME. FUEL TRUCK SERVICE IS 27.50EUR NET AND IS DONE ON DEFINED PARKING LOCATIONS. AN EXTRA FEE OF 50EUR ARISE FOR AN AMOUNT OF LESS THAN 200LTRS.  AOC AND OPSPECS REQUIRED TO EXEMPT TAX CHARGES,
EDMS,AIR BP AGENCY (FUEL ONLY),1,11.67712,AOC AND OPSPECS REQUIRED TO EXEMPT TAX CHARGES,
EDNY,AIR BP AGENCY (FUEL ONLY),1,11.13664,GENERAL AVIATION AND MILITARY FUELINGS. 30 EUR MINIMUM UPLIFT FEE FOR < 60 LTRS. 100 EUR NO FUEL FEE MAY APPLY. THIS PRICE IS EXCLUSIVE OF CURRENT DUTIES FEES AND TAXES WHICH MAY BE CHANGED AT ANY TIME IN LINE WITH CHANGES BY AUTHORITIES AIRPORT AUTHORITIES ITP OR DEPOT OPERATORS.  AOC AND OPSPECS REQUIRED TO EXEMPT TAX CHARGES. IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
EDQD,AIR BP (FUEL ONLY),1,11.40688,IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
EDQG,FLUGPLATZ GIEBELSTADT GMBH,1,10.81181,PRICE INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. CARRIERS MUST PRESENT AIRCRAFT DOCUMENTS PRIOR TO REFUELING. PRICE IS SUBJECT TO CHANGE AT ANY TIME.  AOC AND OPSPECS REQUIRED TO EXEMPT TAX CHARGES IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
EDRZ,TRIWO AIRPORT SERVICES GMBH,1,12.94573,IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
EDSB,AIR BP AGENCY (FUEL ONLY),1,11.36097,GENERAL AVIATION AND MILITARY FUELINGS. 10 EUR HOOKUP FEE. 30 EUR MINIMUM UPLIFT FEE FOR < 60 LTRS. 100 EUR NO FUEL FEE MAY APPLY. THIS PRICE IS EXCLUSIVE OF CURRENT DUTIES FEES AND TAXES WHICH MAY BE CHANGED AT ANY TIME IN LINE WITH CHANGES BY AUTHORITIES AIRPORT AUTHORITIES ITP OR DEPOT OPERATORS.  AOC AND OPSPECS REQUIRED TO EXEMPT TAX CHARGES.  IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
EDTY,FLUGPLATZ SCHWAEBISCH HALL GMBH,1,12.16131,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. A VALID AOC AND OPSPECS MUST BE SHOWN AT THE TIME OF FUELING TO AVOID MOT CHARGES. FOR AIRCRAFT UNDER 12 TONNES A PERMIT FROM GERMAN CUSTOMS IS REQUIRED TO AVOID MOT CHARGES.IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
EDVE,AIR BP AGENCY (PNR) (FUEL ONLY),1,11.40688,10 EUR HOOKUP FEE. A VALID AOC AND OPSPECS MUST BE SHOWN AT THE TIME OF FUELING TO AVOID MOT CHARGES. FOR AIRCRAFT UNDER 12 TONNES A PERMIT FROM GERMAN CUSTOMS IS REQUIRED TO AVOID MOT CHARGES. GA RAMP INCURS 30 EUR MINIMUM UPLIFT FEE FOR < 60 LTRS 100 EUR NO FUEL FEE WHEN APPLICABLE.IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
EDVK,FLUGHAFEN GMBH KASSEL,1,13.33605,HOOKUP FEE 10.00 EUR. MINIMUM UPLIFT < 60 LTR 30.00 EUR. NO FUEL FEE 100.00 EUR  AOC AND OPSPECS REQUIRED TO EXEMPT TAX CHARGES. IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
EDXW,TOTALENERGIES AVIATION,1,10.75235,MOT APPLIES FOR NON-COMMERCIAL FLIGHT AND FOR A/C WITH TAKE-OFF WEIGHT < 12 TO  AOC AND OPSPECS REQUIRED TO EXEMPT TAX CHARGES. IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
EETN,EESTI AVIOKUTUSE TEENUSTE AS,1,6.35070,Hook Up Fee : 30 Euros per operation.Fee for refueling on the K Apron ?180 EUR per operation. Overtime / night service fee ? 250 EUR per operation. Seller?s normal working hours are stated on the Sellers website www.eafs.ee. Excise tax for private flights is 330.10 EUR per 1000 liters of fuel. Prices and surcharges do not include VAT (if applicable).TLL Airport Concession Fee (domestic flights)? 0.64 EUR per 1000 liters of Fuel. TLL Airport Concession Fee (international flights)? 2.88 EUR per 1000 liters of Fuel.   For VAT & Excise exemption this supplier requires the following: A signed and stamped completion of the attached declaration form presentation of a valid AOC upon landing and the flight type must be noted on fuel requests as commercial.  All documents must be provided to dispatch@aegfuels.com before aircraft the arrival of your aircraft.,
EFIV,FINAVIA,1,6.07339,25 EUR HOOKUP FEE. 160 EUR OVERTIME FEE OVERWING FEE MAY APPLY 45 EUR CALLOUT FEE WHEN APPLICABLE.,
EFJY,FINAVIA/SHELL AVIATION (FUEL ONLY),1,5.72183,25 EUR HOOKUP FEE AND 130 EUR TRUCK FEE. 160 EUR OVERTIME FEE OVERWING FEE MAY APPLY 45 EUR CALLOUT FEE WHEN APPLICABLE.,
EFKE,FINNAVIA (FUEL ONLY),1,7.14108,25 EUR HOOKUP FEE. OVERWING FEE MAY APPLY 45 EUR CALLOUT AND 160 EUR OVERTIME SURCHARGE FEE WHEN APPLICABLE.,
EFKI,SHELL AVIATION (FUEL ONLY),1,7.08900,25 EUR HOOKUP FEE. 160 EUR OVERTIME FEE OVERWING FEE MAY APPLY 45 EUR CALLOUT FEE WHEN APPLICABLE.,
EFKK,FINNAVIA (FUEL ONLY),1,7.08900,25 EUR HOOKUP FEE. 160 EUR OVERTIME FEE OVERWING FEE MAY APPLY NO FUEL FEE 45 EUR/FLIGHT.,
EFKS,NESTE OIL (FUEL ONLY),1,5.19487,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 35 USD HOOK-UP FEE PER REFUELLING.,
EFKT,FINNAVIA (FUEL ONLY),1,6.29474,25 EUR HOOKUP FEE. 160 EUR OVERTIME FEE OVERWING FEE MAY APPLY 45 EUR CALLOUT FEE WHEN APPLICABLE. NO FUEL FEE 45 EUR/FLIGHT. 15 EUR EXTENDED WING SERVICE,
EFKU,FINNAVIA (FUEL ONLY),1,6.60724,25 EUR HOOKUP FEE. 160 EUR OVERTIME FEEOVERWING FEE MAY APPLY 45 EUR CALLOUT FEE WHEN APPLICABLE. 15 EUR EXTENDED WING SERVICE.,
EFLP,FINNAVIA (FUEL ONLY),1,5.65673,25 EUR HOOKUP FEE. 160 EUR OVERTIME FEE OVERWING FEE MAY APPLY 45 EUR CALLOUT CHARGE.,
EFMA,FINNAVIA (FUEL ONLY),1,7.51868,25 EUR HOOKUP FEE. 160 EUR OVERTIME FEE 45 EUR CALLOUT FEE WHEN APPLICABLE.,
EFOU,FINNAVIA (FUEL ONLY),1,5.61767,25 EURO HOOKUP FEE. 45 EURO CALLOUT FEE 160 EURO OVERTIME FEE.,
EFPO,FINNAVIA (FUEL ONLY),1,6.93275,25 EUR HOOKUP FEE. 160 EUR OVERTIME FEE. 45 EUR CALLOUT FEE WHEN APPLICABLE.,
EFRO,FINNAVIA (FUEL ONLY),1,6.25612,25 EUR HOOKUP FEE. 160 EUR OVERTIME FEE. 45 EUR CALLOUT FEE WHEN APPLICABLE.   FUEL AVAILABLE FROM   Opening hours for the airport  Wednesday:     04:00? 22:30 Thursday:    04:00? 22:30 Friday:        04:00? 22:30 Saturday:    04:00? 22:30 Sunday:        07:00? 22:30 Monday:        04:00? 22:30 Tuesday:    04:00? 22:30,
EFTP,ARPT HANDLING,1,10.52353,GENERAL AVIATION AND MILITARY FUELINGS. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. DUTIES FEES AND TAXES MAY BE CHANGED AT ANY TIME IN LINE WITH CHANGES BY AUTHORITIES AIRPORT AUTHORITIES ITP OR DEPOT OPERATIORS. HOOK UP FEE OF 20 EUR/UPLIFT MAY APPLY. 30 EUR MINIMUM UPLIFT FOR < 200 LTRS. 100 EUR NO FUEL FEE. 20 EUR OVERWING FEE. 100 EUR REMOTE APRON FEE MAY APPLY. OUT OF HOURS FEE APPLIES BETWEEN 5PM AND 7AM AND ON WEEKENDS.,
EFTU,FINNAVIA (FUEL ONLY),1,5.63069,25 EUR HOOKUP FEE. 160 EUR OVERTIME FEE. 45 EUR CALLOUT FEE WHEN APPLICABLE. JET A WITH ADDITIVE INCURS HIGHER PRICE (AEROJET),
